index|name|length|gloss|char|word|postag
007913|S002842_P0000_T00|85|我 论文 书 发 好了|我 的 论 文 在 杂 志 上 发 表 了 。|我 的 论文 在 杂志 上 发表 了 。|r u n p n v v y w
007914|S002842_P0002_T00|77|我 论文 书 发 好了|我 的 论 文 在 杂 志 上 发 表 了 。|我 的 论文 在 杂志 上 发表 了 。|r u n p n v v y w
007915|S002843_P0000_T00|76|论文 大家 看 不懂|没 有 人 能 看 懂 这 篇 论 文 。|没有 人 能 看懂 这 篇 论文 。|v n v v r q n w
007916|S002843_P0002_T00|73|论文 大家 看 不懂|没 有 人 能 看 懂 这 篇 论 文 。|没有 人 能 看懂 这 篇 论文 。|v n v v r q n w
007917|S002844_P0000_T00|82|毕业 论文 你 写 好了|你 的 毕 业 论 文 写 完 了 吗 ？|你 的 毕业 论文 写完 了 吗 ？|r u vn n v y y w
007918|S002844_P0002_T00|75|毕业 论文 你 写 好了|你 的 毕 业 论 文 写 完 了 吗 ？|你 的 毕业 论文 写完 了 吗 ？|r u vn n v y y w
007919|S002845_P0000_T00|103|论文 你 打算 写 哪 方面|你 打 算 写 哪 方 面 的 论 文 ？|你 打算 写 哪 方面 的 论文 ？|r v v r n u n w
007920|S002845_P0002_T00|104|论文 你 打算 写 哪 方面|你 打 算 写 哪 方 面 的 论 文 ？|你 打算 写 哪 方面 的 论文 ？|r v v r n u n w
007921|S002846_P0000_T00|114|论文 写 前 要 准备 各种 资料|写 论 文 前 要 查 各 种 资 料 。|写 论文 前 要 查 各种 资料 。|v n f v v r n w
007922|S002846_P0002_T00|105|论文 写 前 要 准备 各种 资料|写 论 文 前 要 查 各 种 资 料 。|写 论文 前 要 查 各种 资料 。|v n f v v r n w
007923|S002847_P0000_T00|90|论文 选择 我 脑子 空|我 对 论 文 的 选 题 毫 无 头 绪 。|我 对 论文 的 选题 毫无头绪 。|r p n u n l w
007924|S002847_P0002_T00|79|论文 选择 我 脑子 空|我 对 论 文 的 选 题 毫 无 头 绪 。|我 对 论文 的 选题 毫无头绪 。|r p n u n l w
007925|S002848_P0000_T00|75|他 宣布 论文 多|他 发 表 了 很 多 论 文 。|他 发表 了 很多 论文 。|r v u m n w
007926|S002848_P0002_T00|68|他 宣布 论文 多|他 发 表 了 很 多 论 文 。|他 发表 了 很多 论文 。|r v u m n w
007927|S002849_P0000_T00|56|论文 我 看 抄|很 明 显 这 篇 论 文 是 抄 袭 的 。|很 明显 这 篇 论文 是 抄袭 的 。|d a r q n v v u w
007928|S002849_P0002_T00|57|论文 我 看 抄|很 明 显 这 篇 论 文 是 抄 袭 的 。|很 明显 这 篇 论文 是 抄袭 的 。|d a r q n v v u w
007929|S002850_P0000_T00|131|论文 他 因为 抄 所以 没有 拿 到 毕业 证明|他 因 为 抄 袭 论 文 没 有 拿 到 毕 业 证 。|他 因为 抄袭 论文 没有 拿到 毕业证 。|r c v n d v n w
007930|S002850_P0002_T00|131|论文 他 因为 抄 所以 没有 拿 到 毕业 证明|他 因 为 抄 袭 论 文 没 有 拿 到 毕 业 证 。|他 因为 抄袭 论文 没有 拿到 毕业证 。|r c v n d v n w
007931|S002851_P0000_T00|86|论文 写 完成 我 放假|写 完 这 篇 论 文 我 就 可 以 放 假 了 。|写完 这 篇 论文 我 就 可以 放假 了 。|v r q n r d v v y w
007932|S002851_P0002_T00|87|论文 写 完成 我 放假|写 完 这 篇 论 文 我 就 可 以 放 假 了 。|写完 这 篇 论文 我 就 可以 放假 了 。|v r q n r d v v y w
007933|S002852_P0000_T00|103|这 论文 看 好 评价 高|这 篇 论 文 在 老 师 那 里 得 到 了 很 高 的 评 价 。|这 篇 论文 在 老师 那里 得到 了 很 高 的 评价 。|r q n p n r v u d a u vn w
007934|S002852_P0002_T00|88|这 论文 看 好 评价 高|这 篇 论 文 在 老 师 那 里 得 到 了 很 高 的 评 价 。|这 篇 论文 在 老师 那里 得到 了 很 高 的 评价 。|r q n p n r v u d a u vn w
007935|S002853_P0000_T00|126|多 论文 我 看 完成 不行|这 么 多 论 文 ， 怎 么 看 得 完 啊 ？|这么 多 论文 ， 怎么 看 得 完 啊 ？|r a n w r v u v y w
007936|S002853_P0002_T00|110|多 论文 我 看 完成 不行|这 么 多 论 文 ， 怎 么 看 得 完 啊 ？|这么 多 论文 ， 怎么 看 得 完 啊 ？|r a n w r v u v y w
007937|S002854_P0000_T00|94|你 可以 网 下载 论文|你 可 以 从 网 上 下 载 这 篇 论 文 。|你 可以 从 网上 下载 这 篇 论文 。|r v p s v r q n w
007938|S002854_P0002_T00|88|你 可以 网 下载 论文|你 可 以 从 网 上 下 载 这 篇 论 文 。|你 可以 从 网上 下载 这 篇 论文 。|r v p s v r q n w
007939|S002855_P0000_T00|129|他 每天 一直 在 书 房子 为 是 完成 论文|他 为 了 完 成 论 文 ， 天 天 待 在 图 书 馆 。|他 为了 完成 论文 ， 天天 待 在 图书馆 。|r p v n w d v p n w
007940|S002855_P0002_T00|126|他 每天 一直 在 书 房子 为 是 完成 论文|他 为 了 完 成 论 文 ， 天 天 待 在 图 书 馆 。|他 为了 完成 论文 ， 天天 待 在 图书馆 。|r p v n w d v p n w
007941|S002856_P0000_T00|126|这 篇 论文 全部 错误 字|这 篇 了 论 文 里 全 是 错 别 字 。|这 篇 了 论文 里 全 是 错别字 。|r n u n f d v v w
007942|S002856_P0002_T00|125|这 篇 论文 全部 错误 字|这 篇 了 论 文 里 全 是 错 别 字 。|这 篇 了 论文 里 全 是 错别字 。|r n u n f d v v w
007943|S002857_P0000_T00|84|老师 教 我们 什么 论文|老 师 教 我 们 怎 样 写 论 文 。|老师 教 我们 怎样 写 论文 。|n v r r v n w
007944|S002857_P0002_T00|88|老师 教 我们 什么 论文|老 师 教 我 们 怎 样 写 论 文 。|老师 教 我们 怎样 写 论文 。|n v r r v n w
007945|S002858_P0000_T00|109|这 论文 读 完 我 感觉 多|读 完 这 篇 论 文 ， 我 学 到 了 很 多 。|读完 这 篇 论文 ， 我 学到 了 很多 。|v r q n w r v u m w
007946|S002858_P0002_T00|89|这 论文 读 完 我 感觉 多|读 完 这 篇 论 文 ， 我 学 到 了 很 多 。|读完 这 篇 论文 ， 我 学到 了 很多 。|v r q n w r v u m w
007947|S002859_P0000_T00|70|这 奇怪 事情 我 发现|我 发 现 了 一 件 不 得 了 的 事 情 。|我 发现 了 一 件 不得了 的 事情 。|r v u m q l u n w
007948|S002859_P0002_T00|68|这 奇怪 事情 我 发现|我 发 现 了 一 件 不 得 了 的 事 情 。|我 发现 了 一 件 不得了 的 事情 。|r v u m q l u n w
007949|S002860_P0000_T00|47|这 发现 重要|这 个 发 现 有 重 大 意 义 。|这个 发现 有 重大 意义 。|r v v a n w
007950|S002860_P0002_T00|42|这 发现 重要|这 个 发 现 有 重 大 意 义 。|这个 发现 有 重大 意义 。|r v v a n w
007951|S002861_P0000_T00|94|我 发现 他 每天 下午 会 出门|我 发 现 他 每 天 下 午 都 会 出 一 趟 门 。|我 发现 他 每天 下午 都会 出 一 趟 门 。|r v r r t n v m q n w
007952|S002861_P0002_T00|106|我 发现 他 每天 下午 会 出门|我 发 现 他 每 天 下 午 都 会 出 一 趟 门 。|我 发现 他 每天 下午 都会 出 一 趟 门 。|r v r r t n v m q n w
007953|S002862_P0000_T00|87|老板 发现 他 工作 打 手机|他 上 班 打 游 戏 被 老 板 发 现 了 。|他 上班 打 游戏 被 老板 发现 了 。|r v v n p n v y w
007954|S002862_P0002_T00|84|老板 发现 他 工作 打 手机|他 上 班 打 游 戏 被 老 板 发 现 了 。|他 上班 打 游戏 被 老板 发现 了 。|r v v n p n v y w
007955|S002863_P0000_T00|75|房子 检查 检查 没有 发现|我 把 房 间 翻 了 个 遍 ， 但 什 么 都 没 发 现 。|我 把 房间 翻 了 个 遍 ， 但 什么 都 没 发现 。|r p n v u q v w c r d d v w
007956|S002863_P0002_T00|72|房子 检查 检查 没有 发现|我 把 房 间 翻 了 个 遍 ， 但 什 么 都 没 发 现 。|我 把 房间 翻 了 个 遍 ， 但 什么 都 没 发现 。|r p n v u q v w c r d d v w
007957|S002864_P0000_T00|118|他 醒 发现 自己 在 医院|他 醒 来 时 发 现 自 己 在 医 院 里 。|他 醒来 时 发现 自己 在 医院 里 。|r v n v r p n f w
007958|S002864_P0002_T00|109|他 醒 发现 自己 在 医院|他 醒 来 时 发 现 自 己 在 医 院 里 。|他 醒来 时 发现 自己 在 医院 里 。|r v n v r p n f w
007959|S002865_P0000_T00|129|如果 你 发现 这 东西 有 问题 找 我 退|如 果 你 发 现 商 品 有 问 题 ， 可 以 找 我 们 退 货 。|如果 你 发现 商品 有 问题 ， 可以 找 我们 退货 。|c r v n v n w v v r v w
007960|S002865_P0002_T00|121|如果 你 发现 这 东西 有 问题 找 我 退|如 果 你 发 现 商 品 有 问 题 ， 可 以 找 我 们 退 货 。|如果 你 发现 商品 有 问题 ， 可以 找 我们 退货 。|c r v n v n w v v r v w
007961|S002866_P0000_T00|109|我 发现 有 算 错|我 发 现 我 有 个 地 方 算 错 了 。|我 发现 我 有 个 地方 算错 了 。|r v r v q n v y w
007962|S002866_P0002_T00|109|我 发现 有 算 错|我 发 现 我 有 个 地 方 算 错 了 。|我 发现 我 有 个 地方 算错 了 。|r v r v q n v y w
007963|S002867_P0000_T00|73|多 看 会 有 新 发现|只 要 多 观 察 ， 就 会 有 新 发 现 。|只要 多 观察 ， 就 会 有 新 发现 。|c ad v w d v v a vn w
007964|S002867_P0002_T00|71|多 看 会 有 新 发现|只 要 多 观 察 ， 就 会 有 新 发 现 。|只要 多 观察 ， 就 会 有 新 发现 。|c ad v w d v v a vn w
007965|S002868_P0000_T00|109|我们 眼睛 发现 美丽 缺少 缺少|我 们 缺 少 一 双 发 现 美 的 眼 睛 。|我们 缺少 一 双 发现 美的 眼睛 。|r v m q v n n w
007966|S002868_P0002_T00|100|我们 眼睛 发现 美丽 缺少 缺少|我 们 缺 少 一 双 发 现 美 的 眼 睛 。|我们 缺少 一 双 发现 美的 眼睛 。|r v m q v n n w
007967|S002869_P0000_T00|83|回家 我 发现 自己 钥匙 丢|回 到 家 时 我 才 发 现 自 己 把 钥 匙 弄 丢 了 。|回到 家 时 我 才 发现 自己 把 钥匙 弄 丢 了 。|v n n r d v r p n v v y w
007968|S002869_P0002_T00|77|回家 我 发现 自己 钥匙 丢|回 到 家 时 我 才 发 现 自 己 把 钥 匙 弄 丢 了 。|回到 家 时 我 才 发现 自己 把 钥匙 弄 丢 了 。|v n n r d v r p n v v y w
007969|S002870_P0000_T00|82|我 房子 出门 发现 下雨|我 出 门 时 才 发 现 昨 天 晚 上 下 过 雨 。|我 出门 时 才 发现 昨天 晚上 下 过 雨 。|r v n d v t t v u n w
007970|S002870_P0002_T00|86|我 房子 出门 发现 下雨|我 出 门 时 才 发 现 昨 天 晚 上 下 过 雨 。|我 出门 时 才 发现 昨天 晚上 下 过 雨 。|r v n d v t t v u n w
007971|S002871_P0000_T00|118|跟 科学 发展 我们 生活 越 多 方便|随 着 科 技 的 发 展 ， 我 们 的 生 活 也 越 来 越 便 利 。|随着 科技 的 发展 ， 我们 的 生活 也 越来越 便利 。|p n u vn w r u n d d a w
007972|S002871_P0002_T00|111|跟 科学 发展 我们 生活 越 多 方便|随 着 科 技 的 发 展 ， 我 们 的 生 活 也 越 来 越 便 利 。|随着 科技 的 发展 ， 我们 的 生活 也 越来越 便利 。|p n u vn w r u n d d a w
007973|S002872_P0000_T00|97|我 中国 是 发展 中国 房子|我 国 是 一 个 发 展 中 国 家 。|我国 是 一个 发展中国家 。|r v m l w
007974|S002872_P0002_T00|94|我 中国 是 发展 中国 房子|我 国 是 一 个 发 展 中 国 家 。|我国 是 一个 发展中国家 。|r v m l w
007975|S002873_P0000_T00|118|经济 发展 破坏 环境 脏 传染 不好|不 应 该 以 环 境 污 染 为 代 价 来 发 展 经 济 。|不 应该 以 环境 污染 为 代价 来 发展 经济 。|d v p n vn v n v v n w
007976|S002873_P0002_T00|109|经济 发展 破坏 环境 脏 传染 不好|不 应 该 以 环 境 污 染 为 代 价 来 发 展 经 济 。|不 应该 以 环境 污染 为 代价 来 发展 经济 。|d v p n vn v n v v n w
007977|S002874_P0000_T00|103|科学 进步 推荐 经济 发展|科 技 进 步 推 动 了 经 济 发 展 。|科技 进步 推动 了 经济 发展 。|n v v u n v w
007978|S002874_P0002_T00|100|科学 进步 推荐 经济 发展|科 技 进 步 推 动 了 经 济 发 展 。|科技 进步 推动 了 经济 发展 。|n v v u n v w
007979|S002875_P0000_T00|121|根据 这 市场 发展 后果 会 严重|照 这 个 趋 势 发 展 下 去 ， 后 果 很 严 重 。|照 这个 趋势 发展 下去 ， 后果 很 严重 。|p r n v v w n d a w
007980|S002875_P0002_T00|112|根据 这 市场 发展 后果 会 严重|照 这 个 趋 势 发 展 下 去 ， 后 果 很 严 重 。|照 这个 趋势 发展 下去 ， 后果 很 严重 。|p r n v v w n d a w
007981|S002876_P0000_T00|76|我们 公司 是 发展 期|我 们 公 司 正 处 于 发 展 期 。|我们 公司 正 处于 发展期 。|r n d v n w
007982|S002876_P0002_T00|68|我们 公司 是 发展 期|我 们 公 司 正 处 于 发 展 期 。|我们 公司 正 处于 发展期 。|r n d v n w
007983|S002877_P0000_T00|114|我们 大 努力 发展 科学 技术|我 们 要 大 力 发 展 科 学 技 术 。|我们 要 大力 发展 科学技术 。|r v d v n w
007984|S002877_P0002_T00|110|我们 大 努力 发展 科学 技术|我 们 要 大 力 发 展 科 学 技 术 。|我们 要 大力 发展 科学技术 。|r v d v n w
007985|S002878_P0000_T00|144|我 中国 经济 快 进步 发展|我 国 的 经 济 一 直 以 较 高 的 速 度 向 前 发 展 。|我国 的 经济 一直 以 较 高 的 速度 向前 发展 。|r u n d p d a u n vd v w
007986|S002878_P0002_T00|130|我 中国 经济 快 进步 发展|我 国 的 经 济 一 直 以 较 高 的 速 度 向 前 发 展 。|我国 的 经济 一直 以 较 高 的 速度 向前 发展 。|r u n d p d a u n vd v w
007987|S002879_P0000_T00|91|每 人 个 性 充分 发展|每 个 人 的 个 性 都 得 到 了 充 分 的 发 展 。|每个 人 的 个性 都 得到 了 充分 的 发展 。|r n u n d v u a u vn w
007988|S002879_P0002_T00|94|每 人 个 性 充分 发展|每 个 人 的 个 性 都 得 到 了 充 分 的 发 展 。|每个 人 的 个性 都 得到 了 充分 的 发展 。|r n u n d v u a u vn w
007989|S002880_P0000_T00|139|爸爸 妈妈 不行 随便 孩子 他们 发展|家 长 绝 不 能 放 任 孩 子 发 展 。|家长 绝不 能 放任 孩子 发展 。|n d v v n v w
007990|S002880_P0002_T00|132|爸爸 妈妈 不行 随便 孩子 他们 发展|家 长 绝 不 能 放 任 孩 子 发 展 。|家长 绝不 能 放任 孩子 发展 。|n d v v n v w
007991|S002881_P0000_T00|88|他 病 情况 不好 这 发展|他 的 病 情 在 向 不 好 的 方 向 发 展 。|他 的 病情 在 向 不 好的 方向 发展 。|r u n p p d a n v w
007992|S002881_P0002_T00|62|他 病 情况 不好 这 发展|他 的 病 情 在 向 不 好 的 方 向 发 展 。|他 的 病情 在 向 不 好的 方向 发展 。|r u n p p d a n v w
007993|S002882_P0000_T00|72|发展 还是 硬 道理|发 展 才 是 硬 道 理 。|发展 才 是 硬 道理 。|v d v a n w
007994|S002882_P0002_T00|77|发展 还是 硬 道理|发 展 才 是 硬 道 理 。|发展 才 是 硬 道理 。|v d v a n w
007995|S002883_P0000_T00|60|这 事情 发展 我 早 知道|事 态 的 发 展 出 乎 我 们 的 意 料 。|事态 的 发展 出乎 我们 的 意料 。|n u vn v r u vn w
007996|S002883_P0002_T00|66|这 事情 发展 我 早 知道|事 态 的 发 展 出 乎 我 们 的 意 料 。|事态 的 发展 出乎 我们 的 意料 。|n u vn v r u vn w
007997|S002884_P0000_T00|65|事物 一直 发展|事 物 总 是 处 在 不 断 的 发 展 变 化 中 。|事物 总是 处在 不断 的 发展 变化 中 。|n d v d u vn vn f w
007998|S002884_P0002_T00|58|事物 一直 发展|事 物 总 是 处 在 不 断 的 发 展 变 化 中 。|事物 总是 处在 不断 的 发展 变化 中 。|n d v d u vn vn f w
007999|S002885_P0000_T00|98|老师 对 事情 意见 反对|我 的 老 师 对 这 件 事 持 反 对 意 见 。|我 的 老师 对 这 件 事 持 反对 意见 。|r u n p r q n v vn n w
008000|S002885_P0002_T00|91|老师 对 事情 意见 反对|我 的 老 师 对 这 件 事 持 反 对 意 见 。|我 的 老师 对 这 件 事 持 反对 意见 。|r u n p r q n v vn n w
008001|S002886_P0000_T00|132|你 玩 游戏 我 不 反对 但是 控制 好 时间|我 不 反 对 你 玩 游 戏 ， 但 必 须 控 制 时 间 。|我 不 反对 你 玩 游戏 ， 但 必须 控制 时间 。|r d v r v n w c d v n w
008002|S002886_P0002_T00|133|你 玩 游戏 我 不 反对 但是 控制 好 时间|我 不 反 对 你 玩 游 戏 ， 但 必 须 控 制 时 间 。|我 不 反对 你 玩 游戏 ， 但 必须 控制 时间 。|r d v r v n w c d v n w
008003|S002887_P0000_T00|143|你 反对 我 可以 但是 骂 我 不行|你 可 以 反 对 我 ， 但 不 能 辱 骂 我 。|你 可以 反对 我 ， 但 不 能 辱骂 我 。|r v v r w c d v v r w
008004|S002887_P0002_T00|131|你 反对 我 可以 但是 骂 我 不行|你 可 以 反 对 我 ， 但 不 能 辱 骂 我 。|你 可以 反对 我 ， 但 不 能 辱骂 我 。|r v v r w c d v v r w
008005|S002888_P0000_T00|43|反对 票 十 人|有 十 个 人 投 的 是 反 对 票 。|有 十 个人 投 的 是 反对票 。|v m n v u v n w
008006|S002888_P0002_T00|46|反对 票 十 人|有 十 个 人 投 的 是 反 对 票 。|有 十 个人 投 的 是 反对票 。|v m n v u v n w
008007|S002889_P0000_T00|95|他 事情 你 支持 还是 反对|你 对 这 件 事 是 支 持 还 是 反 对 ？|你 对 这 件 事 是 支持 还是 反对 ？|r p r q n v v c v w
008008|S002889_P0002_T00|91|他 事情 你 支持 还是 反对|你 对 这 件 事 是 支 持 还 是 反 对 ？|你 对 这 件 事 是 支持 还是 反对 ？|r p r q n v v c v w
008009|S002890_P0000_T00|45|结婚 我 反对|我 反 对 这 门 亲 事 ！|我 反对 这 门 亲事 ！|r v r q n w
008010|S002890_P0002_T00|36|结婚 我 反对|我 反 对 这 门 亲 事 ！|我 反对 这 门 亲事 ！|r v r q n w
008011|S002891_P0000_T00|101|反对 人 多 支持 人 也 多|反 对 的 人 很 多 ， 但 支 持 的 人 也 不 少 。|反对 的 人 很多 ， 但 支持 的 人 也 不少 。|v u n m w c v u n d m w
008012|S002891_P0002_T00|102|反对 人 多 支持 人 也 多|反 对 的 人 很 多 ， 但 支 持 的 人 也 不 少 。|反对 的 人 很多 ， 但 支持 的 人 也 不少 。|v u n m w c v u n d m w
008013|S002892_P0000_T00|52|你 反对 道理 是 什么|你 反 对 的 理 由 是 什 么 ？|你 反对 的 理由 是 什么 ？|r v u n v r w
008014|S002892_P0002_T00|50|你 反对 道理 是 什么|你 反 对 的 理 由 是 什 么 ？|你 反对 的 理由 是 什么 ？|r v u n v r w
008015|S002893_P0000_T00|118|他 牛 反对 要 道理|他 极 力 反 对 我 的 建 议 。|他 极力 反对 我 的 建议 。|r d v r u n w
008016|S002893_P0002_T00|124|他 牛 反对 要 道理|他 极 力 反 对 我 的 建 议 。|他 极力 反对 我 的 建议 。|r d v r u n w
008017|S002894_P0000_T00|158|我 爸爸 妈妈 开放 早 恋爱 不 反对|我 的 父 母 比 较 开 放 ， 不 反 对 早 恋 。|我 的 父母 比较 开放 ， 不 反对 早恋 。|r u n d a w d v v w
008018|S002894_P0002_T00|150|我 爸爸 妈妈 开放 早 恋爱 不 反对|我 的 父 母 比 较 开 放 ， 不 反 对 早 恋 。|我 的 父母 比较 开放 ， 不 反对 早恋 。|r u n d a w d v v w
008019|S002895_P0000_T00|73|他们 没有 人 1 反对|没 有 一 个 人 敢 反 对 他 。|没有 一个 人 敢 反对 他 。|v m n v v r w
008020|S002895_P0002_T00|72|他们 没有 人 1 反对|没 有 一 个 人 敢 反 对 他 。|没有 一个 人 敢 反对 他 。|v m n v v r w
008021|S002896_P0000_T00|215|这 事情 他 1 反对 他 但是 有 反对 票|他 是 唯 一 反 对 这 件 事 的 人 ， 但 他 有 一 票 否 决 权 。|他 是 唯一 反对 这 件 事 的 人 ， 但 他 有 一 票 否决权 。|r v b v r q n u n w c r v m q n w
008022|S002896_P0002_T00|214|这 事情 他 1 反对 他 但是 有 反对 票|他 是 唯 一 反 对 这 件 事 的 人 ， 但 他 有 一 票 否 决 权 。|他 是 唯一 反对 这 件 事 的 人 ， 但 他 有 一 票 否决权 。|r v b v r q n u n w c r v m q n w
008023|S002897_P0000_T00|104|重 男 轻 女 想 我 反对|我 们 坚 决 反 对 男 尊 女 卑 的 思 想 。|我们 坚决 反对 男尊女卑 的 思想 。|r ad v i u n w
008024|S002897_P0002_T00|109|重 男 轻 女 想 我 反对|我 们 坚 决 反 对 男 尊 女 卑 的 思 想 。|我们 坚决 反对 男尊女卑 的 思想 。|r ad v i u n w
008025|S002898_P0000_T00|130|你 学会 听 反对 声音 应该|你 应 该 学 会 倾 听 那 些 反 对 的 声 音 。|你 应该 学会 倾听 那些 反对 的 声音 。|r v v v r v u n w
008026|S002898_P0002_T00|125|你 学会 听 反对 声音 应该|你 应 该 学 会 倾 听 那 些 反 对 的 声 音 。|你 应该 学会 倾听 那些 反对 的 声音 。|r v v v r v u n w
008027|S002899_P0000_T00|57|我 建议 否认|我 的 建 议 被 否 定 了 。|我 的 建议 被 否定 了 。|r u n p v y w
008028|S002899_P0002_T00|49|我 建议 否认|我 的 建 议 被 否 定 了 。|我 的 建议 被 否定 了 。|r u n p v y w
008029|S002900_P0000_T00|110|答案 是 肯定 是 否认|答 案 既 是 肯 定 的 ， 又 是 否 定 的 。|答案 既 是 肯定 的 ， 又 是 否定 的 。|n c v v u w c v v u w
008030|S002900_P0002_T00|106|答案 是 肯定 是 否认|答 案 既 是 肯 定 的 ， 又 是 否 定 的 。|答案 既 是 肯定 的 ， 又 是 否定 的 。|n c v v u w c v v u w
008031|S002901_P0000_T00|92|他 对 老师 回答 说 否认|他 对 老 师 的 问 题 作 了 否 定 的 回 答 。|他 对 老师 的 问题 作 了 否定 的 回答 。|r p n u n v u v u vn w
008032|S002901_P0002_T00|81|他 对 老师 回答 说 否认|他 对 老 师 的 问 题 作 了 否 定 的 回 答 。|他 对 老师 的 问题 作 了 否定 的 回答 。|r p n u n v u v u vn w
008033|S002902_P0000_T00|88|多 对 你 事情 否认 看法|大 多 数 人 都 对 这 件 事 持 否 定 观 点 。|大多数 人 都 对 这 件 事 持 否定 观点 。|m n d p r q n v vn n w
008034|S002902_P0002_T00|84|多 对 你 事情 否认 看法|大 多 数 人 都 对 这 件 事 持 否 定 观 点 。|大多数 人 都 对 这 件 事 持 否定 观点 。|m n d p r q n v vn n w
008035|S002903_P0000_T00|101|你 自己 想 否认 自己 想法|他 自 己 否 定 了 自 己 之 前 的 想 法 。|他 自己 否定 了 自己 之前 的 想法 。|r r v u r f u n w
008036|S002903_P0002_T00|94|你 自己 想 否认 自己 想法|他 自 己 否 定 了 自 己 之 前 的 想 法 。|他 自己 否定 了 自己 之前 的 想法 。|r r v u r f u n w
008037|S002904_P0000_T00|131|我们 全部 否认 以前 传统 文化 不行|我 们 不 能 全 盘 否 定 传 统 文 化 。|我们 不 能 全盘 否定 传统 文化 。|r d v d v a n w
008038|S002904_P0002_T00|118|我们 全部 否认 以前 传统 文化 不行|我 们 不 能 全 盘 否 定 传 统 文 化 。|我们 不 能 全盘 否定 传统 文化 。|r d v d v a n w
008039|S002905_P0000_T00|94|我 得 否认 总结|我 得 出 了 一 个 否 定 的 结 论 。|我 得出 了 一个 否定 的 结论 。|r v u m v u n w
008040|S002905_P0002_T00|65|我 得 否认 总结|我 得 出 了 一 个 否 定 的 结 论 。|我 得出 了 一个 否定 的 结论 。|r v u m v u n w
008041|S002906_P0000_T00|47|不 随便 随便 否认|不 要 轻 易 否 定 别 人 。|不要 轻易 否定 别人 。|d d v r w
008042|S002906_P0002_T00|36|不 随便 随便 否认|不 要 轻 易 否 定 别 人 。|不要 轻易 否定 别人 。|d d v r w
008043|S002907_P0000_T00|57|小 事情 你 否认 不|不 要 因 为 这 种 小 事 就 否 定 他 的 能 力 。|不要 因为 这种 小事 就 否定 他 的 能力 。|d p r n d v r u n w
008044|S002907_P0002_T00|48|小 事情 你 否认 不|不 要 因 为 这 种 小 事 就 否 定 他 的 能 力 。|不要 因为 这种 小事 就 否定 他 的 能力 。|d p r n d v r u n w
008045|S002908_P0000_T00|80|你 否认 坚持 决定 你|他 坚 决 否 定 。|他 坚决 否定 。|r ad v w
008046|S002908_P0002_T00|80|你 否认 坚持 决定 你|他 坚 决 否 定 。|他 坚决 否定 。|r ad v w
008047|S002909_P0000_T00|74|自己 否认 要 多 大 勇敢|自 我 否 定 是 需 要 付 出 极 大 的 勇 气 的 。|自我 否定 是 需要 付出 极 大 的 勇气 的 。|r v v v v d a u n u w
008048|S002909_P0002_T00|74|自己 否认 要 多 大 勇敢|自 我 否 定 是 需 要 付 出 极 大 的 勇 气 的 。|自我 否定 是 需要 付出 极 大 的 勇气 的 。|r v v v v d a u n u w
008049|S002910_P0000_T00|135|你 否认 我 今天 可以 你 不行 否认 我 未来|你 可 以 否 定 我 的 现 在 ， 但 不 能 否 定 我 的 未 来 。|你 可以 否定 我 的 现在 ， 但 不 能 否定 我 的 未来 。|r v v r u t w c d v v r u t w
008050|S002910_P0002_T00|131|你 否认 我 今天 可以 你 不行 否认 我 未来|你 可 以 否 定 我 的 现 在 ， 但 不 能 否 定 我 的 未 来 。|你 可以 否定 我 的 现在 ， 但 不 能 否定 我 的 未来 。|r v v r u t w c d v v r u t w
008051|S002911_P0000_T00|96|他 枪毙 否认 我 他 感情|他 毫 不 犹 豫 地 否 定 了 我 和 他 之 间 的 友 情 。|他 毫不犹豫 地 否定 了 我 和 他 之间 的 友情 。|r l u v u r c r f u n w
008052|S002911_P0002_T00|85|他 枪毙 否认 我 他 感情|他 毫 不 犹 豫 地 否 定 了 我 和 他 之 间 的 友 情 。|他 毫不犹豫 地 否定 了 我 和 他 之间 的 友情 。|r l u v u r c r f u n w
008053|S002912_P0000_T00|65|双 否认 是 应该|双 重 否 定 表 肯 定 。|双重 否定 表 肯定 。|b vn n v w
008054|S002912_P0002_T00|60|双 否认 是 应该|双 重 否 定 表 肯 定 。|双重 否定 表 肯定 。|b vn n v w
008055|S002913_P0000_T00|90|你 这 事情 你 必须 负责|你 必 须 对 这 件 事 负 责 。|你 必须 对 这 件 事 负责 。|r d p r q n v w
008056|S002913_P0002_T00|88|你 这 事情 你 必须 负责|你 必 须 对 这 件 事 负 责 。|你 必须 对 这 件 事 负责 。|r d p r q n v w
008057|S002914_P0000_T00|66|我 是 这 项目 负责 人|我 是 这 个 项 目 的 负 责 人 。|我 是 这个 项目 的 负责人 。|r v r n u n w
008058|S002914_P0002_T00|66|我 是 这 项目 负责 人|我 是 这 个 项 目 的 负 责 人 。|我 是 这个 项目 的 负责人 。|r v r n u n w
008059|S002915_P0000_T00|58|负责 处理 这 问题|我 负 责 处 理 这 些 问 题 。|我 负责 处理 这些 问题 。|r v v r n w
008060|S002915_P0002_T00|60|负责 处理 这 问题|我 负 责 处 理 这 些 问 题 。|我 负责 处理 这些 问题 。|r v v r n w
008061|S002916_P0000_T00|86|自己 健康 你 必须 要 负责|你 要 对 你 自 己 的 健 康 负 责 。|你 要 对 你 自己 的 健康 负责 。|r v p r r u an v w
